block_number,timestamp,gas_used,gas_limit,base_fee,transaction_count,priority_fee,mempool_size,gas_price_gwei
24685512,2026-03-18 16:17:59,26236261,60000000,313452075,358,469884096,,0.783336
24685513,2026-03-18 16:18:11,25799710,60000000,308536443,323,506122917,,0.814659
24685514,2026-03-18 16:18:23,20904372,60000000,303136683,301,828912137,,1.132049
24685515,2026-03-18 16:18:35,6579198,60000000,291648273,53,1679293578,,1.970942
24685516,2026-03-18 16:18:47,25571268,60000000,263187288,169,1118648721,,1.381836
24685517,2026-03-18 16:18:59,13723698,60000000,258330680,137,913223292,,1.171554
24685518,2026-03-18 16:19:11,56848260,60000000,240811230,883,261897815,,0.502709
24685519,2026-03-18 16:19:23,21782078,60000000,267750240,230,569579533,,0.83733
24685520,2026-03-18 16:19:35,23915075,60000000,258582113,268,488874468,,0.747457
24685521,2026-03-18 16:19:47,27970708,60000000,252026060,313,477927347,,0.729953
24685522,2026-03-18 16:19:59,43757116,60000000,249895084,584,317944194,,0.567839
24685523,2026-03-18 16:20:11,42857240,60000000,264219399,454,538495944,,0.802715
24685524,2026-03-18 16:20:23,14226524,60000000,278374116,58,1058472933,,1.336847
24685525,2026-03-18 16:20:35,33000104,60000000,260078586,383,585602637,,0.845681
24685526,2026-03-18 16:20:47,19767779,60000000,263329681,167,1291044512,,1.554374
24685527,2026-03-18 16:20:59,57683728,60000000,252102817,672,290260477,,0.542363
24685528,2026-03-18 16:21:11,10064151,60000000,281182591,165,702025996,,0.983209
24685529,2026-03-18 16:21:23,30396594,60000000,257825868,319,568245669,,0.826072
24685530,2026-03-18 16:21:35,31155283,60000000,258251918,451,315395042,,0.573647
24685531,2026-03-18 16:21:47,36379254,59941408,259495059,396,396877259,,0.656372
24685532,2026-03-18 16:21:59,25520274,59999943,266430944,419,497460452,,0.763891
24685533,2026-03-18 16:22:11,27715332,60000000,261457898,496,402375057,,0.663833
24685534,2026-03-18 16:22:23,7208191,60000000,258968963,75,1412328662,,1.671298
24685535,2026-03-18 16:22:35,57938605,60000000,234375750,578,393301704,,0.627677
24685536,2026-03-18 16:22:47,24732469,60000000,261659631,234,828233466,,1.089893
24685537,2026-03-18 16:22:59,16940923,60000000,255916714,242,320230830,,0.576148
24685538,2026-03-18 16:23:11,23228040,60000000,241991564,256,1013815347,,1.255807
24685539,2026-03-18 16:23:23,20137834,60000000,235163410,287,1583937772,,1.819101
24685540,2026-03-18 16:23:35,22202469,59941408,225499991,240,752628663,,0.978129
24685541,2026-03-18 16:23:47,22264935,59882873,218193953,213,1017741741,,1.235936
24685542,2026-03-18 16:23:59,59781140,59941351,211201277,990,218997435,,0.430199
24685543,2026-03-18 16:24:11,9729407,59999886,237460313,99,1713789572,,1.95125
24685544,2026-03-18 16:24:23,34139745,60000000,217404243,205,852152099,,1.069556
24685545,2026-03-18 16:24:35,59993976,60000000,221154235,877,263607313,,0.484762
24685546,2026-03-18 16:24:47,14320336,60000000,248792963,171,1013489403,,1.262282
24685547,2026-03-18 16:24:59,4255067,59941408,232538838,4,195648939,,0.428188
24685548,2026-03-18 16:25:11,59997612,59999943,207598298,751,407753652,,0.615352
24685549,2026-03-18 16:25:23,14082745,60000000,233546069,212,473803276,,0.707349
24685550,2026-03-18 16:25:35,16725875,60000000,218056851,75,2096412864,,2.31447
24685551,2026-03-18 16:25:47,57659714,60000000,205996377,781,313907510,,0.519904
24685552,2026-03-18 16:25:59,47065896,60000000,229737213,708,255312674,,0.48505
24685553,2026-03-18 16:26:11,13555857,60000000,246073343,268,223014510,,0.469088
24685554,2026-03-18 16:26:23,14948782,59941408,229213072,114,1374412007,,1.603625
24685555,2026-03-18 16:26:35,51128076,59999943,214852295,655,385715114,,0.600567
24685556,2026-03-18 16:26:47,54764474,60000000,233766570,1584,139581802,,0.373348
24685557,2026-03-18 16:26:59,25161213,59941408,257887845,308,547021982,,0.80491
24685558,2026-03-18 16:27:11,32289145,59999943,252714839,415,539699117,,0.792414
24685559,2026-03-18 16:27:23,27999946,60000000,255125292,474,577511908,,0.832637
24685560,2026-03-18 16:27:35,14224952,60000000,252999191,170,399751638,,0.652751
24685561,2026-03-18 16:27:47,42028116,60000000,236369715,516,406923567,,0.643293
24685562,2026-03-18 16:27:59,42957545,59941408,248215891,584,296272847,,0.544489
24685563,2026-03-18 16:28:11,24081166,59882873,261660438,364,428575337,,0.690236
24685564,2026-03-18 16:28:23,30946829,59941351,255258772,284,749261941,,1.004521
24685565,2026-03-18 16:28:35,17471470,59999886,256298003,234,696999399,,0.953297
24685566,2026-03-18 16:28:47,40481700,60000000,242918717,554,337718730,,0.580637
24685567,2026-03-18 16:28:59,23194503,60000000,253527888,315,443270906,,0.696799
24685568,2026-03-18 16:29:11,25202894,59941408,246338791,442,447333736,,0.693673
24685569,2026-03-18 16:29:23,27224646,59999943,241440272,388,535661684,,0.777102
24685570,2026-03-18 16:29:35,16528134,60000000,238648290,191,841788915,,1.080437
24685571,2026-03-18 16:29:47,41869922,60000000,225252300,1295,206505552,,0.431758
24685572,2026-03-18 16:29:59,31336341,60000000,236392830,428,713889021,,0.950282
24685573,2026-03-18 16:30:11,18285333,60000000,237709085,289,787182058,,1.024891
24685574,2026-03-18 16:30:23,59991454,60000000,226106241,607,287845031,,0.513951
24685575,2026-03-18 16:30:35,30066732,60000000,254361469,363,331353049,,0.585715
24685576,2026-03-18 16:30:47,20575444,60000000,254432194,367,623714483,,0.878147
24685577,2026-03-18 16:30:59,43994636,60000000,244440901,577,1068297512,,1.312738
24685578,2026-03-18 16:31:11,28086430,60000000,258694490,394,559237117,,0.817932
24685579,2026-03-18 16:31:23,32011027,60000000,256631865,341,541943173,,0.798575
24685580,2026-03-18 16:31:35,10222138,60000000,258782255,87,1229301365,,1.488084
24685581,2026-03-18 16:31:47,37252049,60000000,237456590,601,321526033,,0.558983
24685582,2026-03-18 16:31:59,27460478,60000000,244631785,306,371437284,,0.616069
24685583,2026-03-18 16:32:11,20794913,60000000,242043253,318,609138147,,0.851181
24685584,2026-03-18 16:32:23,22778773,59941408,232759798,330,473278505,,0.706038
24685585,2026-03-18 16:32:35,40644296,59999943,225778012,298,462904881,,0.688683
24685586,2026-03-18 16:32:47,25812152,60000000,235791582,278,727123902,,0.962915
24685587,2026-03-18 16:32:59,28466770,60000000,231677169,412,12137303057,,12.36898
24685588,2026-03-18 16:33:11,40764231,60000000,230197110,680,278724262,,0.508921
24685589,2026-03-18 16:33:23,21827301,60000000,240521671,341,823372047,,1.063894
24685590,2026-03-18 16:33:35,105401,60000000,232331208,4,552324410,,0.784656
24685591,2026-03-18 16:33:47,59773424,60000000,203391841,829,406216101,,0.609608
24685592,2026-03-18 16:33:59,59010866,60000000,228623805,1446,148951059,,0.377575
24685593,2026-03-18 16:34:11,19191787,60000000,256259532,227,770894497,,1.027154
24685594,2026-03-18 16:34:23,13591745,60000000,244719084,150,2429521260,,2.67424
24685595,2026-03-18 16:34:35,17759230,60000000,227988196,201,1834070397,,2.062059
24685596,2026-03-18 16:34:47,59917447,60000000,216360067,891,286292488,,0.502653
24685597,2026-03-18 16:34:59,25482757,60000000,243330653,248,1161838728,,1.405169
24685598,2026-03-18 16:35:11,12785592,60000000,238750721,121,972909253,,1.21166
24685599,2026-03-18 16:35:23,24124436,60000000,221625920,273,3796998685,,4.018625
24685600,2026-03-18 16:35:35,59927634,59941408,216200182,401,815489947,,1.03169
24685601,2026-03-18 16:35:47,29862107,59999943,243212784,217,1088543755,,1.331757
24685602,2026-03-18 16:35:59,25140874,60000000,243073075,184,3989343408,,4.232416
24685603,2026-03-18 16:36:11,55669373,60000000,238151731,974,220057130,,0.458209
24685604,2026-03-18 16:36:23,14793144,60000000,263623421,187,1542150086,,1.805774
24685605,2026-03-18 16:36:35,10638180,60000000,246919741,93,1670681626,,1.917601
24685606,2026-03-18 16:36:47,57853674,60000000,226999677,504,752531796,,0.979531
24685607,2026-03-18 16:36:59,49276298,60000000,253344572,545,414810702,,0.668155
24685608,2026-03-18 16:37:11,30217579,60000000,273692678,276,996696207,,1.270389
24685609,2026-03-18 16:37:23,23114792,60000000,273940802,260,486022479,,0.759963
24685610,2026-03-18 16:37:35,31330836,60000000,266081888,251,741693831,,1.007776
24685611,2026-03-18 16:37:47,26886974,60000000,267557351,363,569468623,,0.837026
24685612,2026-03-18 16:37:59,18436190,60000000,264086881,301,532543444,,0.79663
24685613,2026-03-18 16:38:11,46561878,60000000,251362504,326,762053514,,1.013416
24685614,2026-03-18 16:38:23,21664024,60000000,268708483,298,518287797,,0.786996
24685615,2026-03-18 16:38:35,13043456,60000000,259375369,185,565557181,,0.824933
24685616,2026-03-18 16:38:47,35420719,60000000,241049912,285,1387795534,,1.628845
24685617,2026-03-18 16:38:59,32018625,60000000,246494344,391,522372224,,0.768867
24685618,2026-03-18 16:39:11,20623941,60000000,248567592,213,745491288,,0.994059
24685619,2026-03-18 16:39:23,19940813,59941408,238856824,166,1071635335,,1.310492
24685620,2026-03-18 16:39:35,59987591,59999943,228864951,925,274722794,,0.503588
24685621,2026-03-18 16:39:47,25580647,59941351,257461291,359,777046922,,1.034508
24685622,2026-03-18 16:39:59,22969980,59999886,252747257,116,1419926842,,1.672674
24685623,2026-03-18 16:40:11,47150228,60000000,245343894,449,512734573,,0.758078
24685624,2026-03-18 16:40:23,26128479,60000000,262875992,342,452609366,,0.715485
24685625,2026-03-18 16:40:35,24407913,60000000,258635451,242,391977642,,0.650613
24685626,2026-03-18 16:40:47,31892615,60000000,252609152,277,702110887,,0.95472
24685627,2026-03-18 16:40:59,31151606,60000000,254601201,365,417386737,,0.671988
24685628,2026-03-18 16:41:11,18777313,60000000,255822868,192,790895350,,1.046718
24685629,2026-03-18 16:41:23,24451363,60000000,243860285,657,363684066,,0.607544
24685630,2026-03-18 16:41:35,46637852,59941408,238222401,495,438296934,,0.676519
24685631,2026-03-18 16:41:47,12354274,59999943,254782272,158,1091066307,,1.345849
24685632,2026-03-18 16:41:59,35421555,60000000,236049710,464,558999514,,0.795049
24685633,2026-03-18 16:42:11,32964590,60000000,241382028,278,651701985,,0.893084
24685634,2026-03-18 16:42:23,17999015,60000000,244363689,99,1123557735,,1.367921
24685635,2026-03-18 16:42:35,33568640,60000000,232144502,1025,101813890,,0.333958
24685636,2026-03-18 16:42:47,21359673,60000000,235596335,243,1083254442,,1.318851
24685637,2026-03-18 16:42:59,59993371,60000000,227114546,1020,301897303,,0.529012
24685638,2026-03-18 16:43:11,25219244,60000000,255497591,312,871334149,,1.126832
24685639,2026-03-18 16:43:23,28227994,60000000,250408126,269,615858110,,0.866266
24685640,2026-03-18 16:43:35,26640513,60000000,248559274,290,536821523,,0.785381
24685641,2026-03-18 16:43:47,18557444,60000000,245079976,137,422696559,,0.667777
24685642,2026-03-18 16:43:59,44426224,60000000,233395221,411,468456714,,0.701852
24685643,2026-03-18 16:44:11,30281700,60000000,247424436,360,489066678,,0.736491
24685644,2026-03-18 16:44:23,37327127,60000000,247714850,243,614480155,,0.862195
24685645,2026-03-18 16:44:35,29187786,59941408,255277509,337,446482432,,0.70176
24685646,2026-03-18 16:44:47,6303328,59999943,254443940,80,790491616,,1.044936
24685647,2026-03-18 16:44:59,38138482,60000000,229321136,388,545006377,,0.774328
24685648,2026-03-18 16:45:11,32281558,60000000,237097494,361,429936986,,0.667034
24685649,2026-03-18 16:45:23,15051460,60000000,239351459,154,727151018,,0.966502
24685650,2026-03-18 16:45:35,31482579,60000000,224443314,155,438159395,,0.662603
24685651,2026-03-18 16:45:47,26344102,60000000,225829792,261,673720130,,0.89955
24685652,2026-03-18 16:45:59,26445152,59941408,222389748,187,1326652519,,1.549042
24685653,2026-03-18 16:46:11,27901878,59999943,219119694,441,884999833,,1.10412
24685654,2026-03-18 16:46:23,24523945,59941351,217204136,332,480618837,,0.697823
24685655,2026-03-18 16:46:35,59440109,59999886,212269929,545,336701673,,0.548972
24685656,2026-03-18 16:46:47,54375076,60000000,238308569,854,211420832,,0.449729
24685657,2026-03-18 16:46:59,19803223,60000000,262511858,271,792402467,,1.054914
24685658,2026-03-18 16:47:11,26089940,60000000,251358630,396,685453457,,0.936812
24685659,2026-03-18 16:47:23,33364473,60000000,247263517,447,345491373,,0.592755
24685660,2026-03-18 16:47:35,10200991,60000000,250729814,125,714511311,,0.965241
24685661,2026-03-18 16:47:47,36700559,60000000,230045640,503,504027151,,0.734073
24685662,2026-03-18 16:47:59,30043124,60000000,236468283,426,818823052,,1.055291
24685663,2026-03-18 16:48:11,44299283,60000000,236510772,993,174087705,,0.410598
24685664,2026-03-18 16:48:23,26562388,60000000,250602165,275,655610016,,0.906212
24685665,2026-03-18 16:48:35,31787271,60000000,247012695,355,382229770,,0.629242
24685666,2026-03-18 16:48:47,23137519,60000000,248852189,253,542708144,,0.79156
24685667,2026-03-18 16:48:59,27138548,60000000,241736592,510,487532407,,0.729269
24685668,2026-03-18 16:49:11,18300245,60000000,238854436,296,621022532,,0.859877
24685669,2026-03-18 16:49:23,59921304,59941408,227210527,1601,128912026,,0.356123
24685670,2026-03-18 16:49:35,29618873,59999943,255592791,303,490783841,,0.746377
24685671,2026-03-18 16:49:47,24498355,60000000,255186933,429,372454821,,0.627642
24685672,2026-03-18 16:49:59,35298544,60000000,249337151,441,351607806,,0.600945
24685673,2026-03-18 16:50:11,26419318,60000000,254841833,422,562725987,,0.817568
24685674,2026-03-18 16:50:23,26532716,60000000,251039719,217,459802872,,0.710843
24685675,2026-03-18 16:50:35,42928255,60000000,247412944,723,170978927,,0.418392
24685676,2026-03-18 16:50:47,21247175,60000000,260740517,259,676580452,,0.937321
24685677,2026-03-18 16:50:59,29483571,60000000,251231284,322,450719866,,0.701951
24685678,2026-03-18 16:51:11,24406662,60000000,250690688,242,656486149,,0.907177
24685679,2026-03-18 16:51:23,20933314,60000000,244848198,183,783864451,,1.028713
24685680,2026-03-18 16:51:35,20037828,59941408,235598358,188,549412509,,0.785011
24685681,2026-03-18 16:51:47,44294696,59999943,225838122,971,146258292,,0.372096
24685682,2026-03-18 16:51:59,36232439,60000000,239289359,667,280909034,,0.520198
24685683,2026-03-18 16:52:11,19934610,60000000,245503343,276,512776418,,0.75828
24685684,2026-03-18 16:52:23,49381595,60000000,235207148,571,305478534,,0.540686
24685685,2026-03-18 16:52:35,30679319,60000000,254201688,307,543888983,,0.798091
24685686,2026-03-18 16:52:47,29718879,60000000,254921204,260,570687051,,0.825608
24685687,2026-03-18 16:52:59,31220175,60000000,254622606,292,638201919,,0.892825
24685688,2026-03-18 16:53:11,25972400,60000000,255917123,219,1111743896,,1.367661
24685689,2026-03-18 16:53:23,19232654,60000000,251622408,169,620870108,,0.872493
24685690,2026-03-18 16:53:35,21082411,60000000,240333635,160,785046930,,1.025381
24685691,2026-03-18 16:53:47,28185906,60000000,231403650,425,667673564,,0.899077
24685692,2026-03-18 16:53:59,46274355,60000000,229654534,749,193240646,,0.422895
24685693,2026-03-18 16:54:11,25649006,60000000,245227364,346,710509006,,0.955736
24685694,2026-03-18 16:54:23,15870494,60000000,240781603,258,632601854,,0.873383
24685695,2026-03-18 16:54:35,56523590,60000000,226606082,1022,198523395,,0.425129
24685696,2026-03-18 16:54:47,16394075,60000000,251649443,195,896167966,,1.147817
24685697,2026-03-18 16:54:59,10656760,60000000,237383096,177,1023265951,,1.260649
24685698,2026-03-18 16:55:11,32912747,60000000,218250771,393,723189663,,0.94144
24685699,2026-03-18 16:55:23,14200347,59941408,220899559,185,1011261036,,1.232161
24685700,2026-03-18 16:55:35,17109723,59999943,206370101,175,868165284,,1.074535
24685701,2026-03-18 16:55:47,10327752,60000000,195286083,163,1505690331,,1.700976
24685702,2026-03-18 16:55:59,59986557,60000000,179278932,1413,74435958,,0.253715
24685703,2026-03-18 16:56:11,35608602,60000000,201678756,281,672164811,,0.873844
24685704,2026-03-18 16:56:23,54025725,60000000,206391822,852,239487872,,0.44588
24685705,2026-03-18 16:56:35,24143855,60000000,227053126,374,541785648,,0.768839
24685706,2026-03-18 16:56:47,29828562,60000000,221512893,877,119090830,,0.340604
24685707,2026-03-18 16:56:59,34351120,60000000,221354661,444,436216407,,0.657571
24685708,2026-03-18 16:57:11,26425447,60000000,225367747,265,575179116,,0.800547
24685709,2026-03-18 16:57:23,28028677,59941408,222011127,314,296530265,,0.518541
24685710,2026-03-18 16:57:35,13659312,59999943,220212906,96,1150267862,,1.370481
24685711,2026-03-18 16:57:47,59979740,60000000,205219459,1398,151186188,,0.356406
24685712,2026-03-18 16:57:59,27377256,59941408,230854567,318,540094866,,0.770949
24685713,2026-03-18 16:58:11,17701843,59999943,228357507,141,1563060566,,1.791418
24685714,2026-03-18 16:58:23,39049985,60000000,216655955,693,160659545,,0.377316
24685715,2026-03-18 16:58:35,38455563,60000000,224825676,611,361157369,,0.585983
24685716,2026-03-18 16:58:47,16727739,60000000,232746624,236,623773382,,0.85652
24685717,2026-03-18 16:58:59,24203451,60000000,219875483,550,184372310,,0.404248
24685718,2026-03-18 16:59:11,38477649,60000000,214564988,529,570530829,,0.785096
24685719,2026-03-18 16:59:23,32929687,60000000,222144182,362,481627491,,0.703772
24685720,2026-03-18 16:59:35,22271789,60000000,224855902,356,381759377,,0.606615
24685721,2026-03-18 16:59:47,23587420,60000000,217615345,298,461333291,,0.678949
24685722,2026-03-18 16:59:59,15622908,60000000,211800863,154,547110062,,0.758911
24685723,2026-03-18 17:00:11,7583092,60000000,199113028,171,1035101284,,1.234214
24685724,2026-03-18 17:00:23,59981063,60000000,180515118,915,223763139,,0.404278
24685725,2026-03-18 17:00:47,57213955,60000000,203065264,1262,165198169,,0.368263
24685726,2026-03-18 17:00:59,11301625,60000000,226091134,116,1363255816,,1.589347
24685727,2026-03-18 17:01:11,34892847,60000000,208476398,343,749056519,,0.957533
24685728,2026-03-18 17:01:23,59999386,60000000,212726577,749,410299322,,0.623026
24685729,2026-03-18 17:01:35,12525702,60000000,239316854,154,898838017,,1.138155
